,Headlines,label
12521,New Lessons for the Army on Iraq Duty,-1
15781,Budget Passes but Critics Say the Deficit Is in the Details,-1
4429,Ryanair passenger numbers up 34%,-1
1923,"In Rescue of Captain, Navy Kills 3 Pirates",-1
4755,Four US soldiers face disciplinary action for burning Taliban soldiers' bodies,-1
5765,"Television appeal for 1984 murder in Bath, England",-1
3582,"Adults Spend 8 Hours a Day in Front of a Screen, Study Finds",-1
11956,George Zimmerman found not guilty in Trayvon Martin case,-1
13372,One Out (Girardi) Leads to Eight Runs as Yankees Beat Braves,-1
11796,Bank of America Accused in Ponzi Lawsuit,-1
5020,UK Police evacuate Birmingham city centre,-1
10866,Ice Hockey: Claude Giroux scores overtime goal to lift Flyers to victory in Game 3 of the 2010 Stanley Cup Finals,-1
5828,Rivera Takes His Time Recovering From Shoulder Surgery,-1
7614,"Canon XS1 IS, Not a Plain-Vanilla Point-and-Shoot",-1
1767,Waitangi day or New Zealand day? United Future calls for a change,-1
15619,Yahoo Teams With Newspapers to Sell Ads,-1
10374,Scientists Study Snow From the Inside to Understand Avalanche Threats,-1
251,US Chief Justice John Roberts hospitalized,-1
13928,Edinburgh Airport runway damage causes delays,-1
3587,Bank of Japan Will Buy More Government Bonds,-1
15111,SLM shareholders led by Martin Garbus sue Spider-Man creator Stan Lee and Marvel for $750m,-1
4038,Archaeologists find 1.8M-year-old Homo erectus skull,-1
4882,UK unemployment rate reaches thirteen-year high,-1
5129,Somali pirates release Greek-owned ship,-1
1899,Moroccan court sentences fourteen to jail on terror charges,-1
13738,Singapore Slingers defeat Darwin All-Stars in eighth Singapore Challenge Series game,-1
14646,Plan to Shift Military Spending Faces Skepticism,-1
10262,Duhon Finishes With Style to Relief of Knicks,-1
14608,Small Ticket vs. Big Ticket Ad Buying,-1
6648,Subsidy Plan Seeks to Cut Malaria Drug Cost,-1
4707,Dubai World refused permission to use QE2 as floating hotel in Cape Town,-1
8070,Broadway Market Café occupied against gentrification,-1
10750,World's oldest dog dies at age 20,-1
11853,"For Taitusi Lutui, a Journey From Tonga to the Super Bowl",-1
11375,G.E. to Build Research Center Near Detroit,-1
11887,A Slight Deficit Can Actually Be an Edge,-1
6748,"Schröder gives up German chancellorship ambitions, makes way for Merkel",-1
6795,Kidnappers Threaten to Kill U.N. Official Abducted in Pakistan,-1
11360,President of Algeria wins third term in office in landslide victory,-1
7023,Televising Yankee Games With a Net,-1
5509,EBay may acquire VoIP firm Skype,-1
2486,Pakistan and Afghan Taliban Close Ranks,-1
6103,"Hilda Kibet, Kenyan by Birth, Is Dutch Cross-Country Hope",-1
10436,Hawaiian Airlines announces iPad mini in-flight service,-1
7529,"Hugh Carey, former New York Governor, dies aged 92",-1
10709,A Global Credit Squeeze Is Felt Unevenly,-1
9334,Undercover investigation into protests planned for July's G8 summit,-1
6695,US announces revised limits on use of nuclear weapons,-1
4871,Kwaśniewski to end his term within 5 days,-1
6778,Trains grind to a halt in Northeast US,-1
13284,Blair denies Iraq pullout,-1
9895,Australian Football League: Clubs threaten to take home games interstate,-1
14284,Daschle Pays 3 Years of Tax on Use of Car,-1
9656,Texas executes Arturo Diaz after US Supreme Court refuses to intervene,-1
14535,United force replay against 'Boro in FA Cup,-1
13031,Empire Strikes Back director Irvin Kershner dies aged 87,-1
3757,Florida prisons ban inmate smoking,-1
1526,Spanish Police Say Traffickers Ensnared Nigerians With Voodoo,-1
9179,Human Rights Watch publish documents alleging US cooperated with Libya on torture,-1
9067,Even Well-off Consumers Aim to be Less Conspicuous,-1
14353,UN: Military attacks on Darfur violated international law,-1
13297,'Bad language' at Live 8 concerts trigger complaints to the BBC,-1
14940,Air France passenger jet intercepted by Indian Air Force,-1
12303,"Sam's Club to cut 11,000 jobs",-1
9324,EU regulation prevents sale of 'small' kiwi fruit in Bristol shop,-1
12075,Louisville Clears Another Hurdle in Big East,-1
1278,"Train crash in Netanya, Israel injures at least 50; no casualties",-1
5455,Cyclone Aila Kills 191 in South Asia,-1
13767,"In Peacekeeping, a Muddling of the Mission",-1
11362,Second Accident in Two Days Strikes Delhi Subway Project,-1
6840,"Family of five killed in Staten Island, NY house fire",-1
11555,New York City residents lift bus off pregnant woman,-1
11081,Billy Crystal: Feeling Lonely Behind the Facade,-1
14235,Study Sees More Young Citizens With Parents in the U.S. Illegally,-1
12171,Palestinian Rival Says It Is Attacked by Hamas,-1
2270,"As Giants Break Camp, Coughlin Uses Lakers as Motivation",-1
13894,"Palestinian security forces clash with militants, Palestinian Interrior Minister Nasser Yousef declares state of emergency",-1
1347,"Massive anti-government protests in Egypt continue into second day, several killed",-1
15151,NASA considers continuing shuttle use after 2010,-1
4116,State of emergency declared in New York over H1N1 swine flu virus,-1
10083,Venezuela's president nationalizes more private companies,-1
9433,Formula One teams to set up breakaway championship,-1
1176,Australian government concedes the federal budget may be forced into deficit,-1
1645,At least 24 dead in clashes in central Kenya,-1
14996,Tiny Island Surrounded by Tension in the Gulf,-1
3221,New ash flight bans ordered in Ireland,-1
3351,Emotions Run High Against Hornets as Knicks Halt Skid,-1
12318,Canadian government apologizes to deportation victim Arar,-1
12919,Swimmer Mary DeScenza Mounts Comeback After Missing Cut for Beijing,-1
3064,50 arrested ahead of Swaziland democracy protests,-1
8674,First beta of Windows API 'Wine' released,-1
11690,Oil for food scandal: UN releases third report,-1
8365,Survivors of High-Seas Drama Return to France,-1
14934,Cricket: England draw Test series opener with India,-1
10822,Canberra's Sophie Lavers crowned Miss World Australia,-1
4625,NASCAR driver Kyle Busch wins 2011 Jeff Byrd 500,-1
6793,Jenny Li and Thomas Dold win the 2008 Taipei 101 Run Up,-1
14096,"Defendant shoots Judge, three others at Atlanta courthouse",-1
306,"Harlan Ellison sues CBS-Paramount, WGA over Star Trek royalties",-1
1585,Camps Challenge Skills and Will of U.S. Goalkeeper Perkins,-1
10834,Dell recalls potentially incendiary laptop batteries,-1
14042,England wins women's cricket World Cup,-1
10729,CanadaVOTES: CHP candidate Larry R. Heather in Calgary Southwest,-1
10363,Roller skating babies become YouTube sensation,-1
12545,Delicacy of the Wild West Lives on for Those So Bold,-1
14779,Congress Reaches Deal on Stimulus Plan,-1
11828,Judge Dismisses Insider Trading Suit Against Mark Cuban,-1
13684,Man charged with Huxley attack,-1
3669,Bruins Goalie Tim Thomas Shows He Belongs in the N.H.L.,-1
3723,Israeli PM Sharon rushed to hospital,-1
9569,Kahne takes Checkered Flag at Richmond,-1
2185,Obama Vows to Slash Federal Deficit,-1
9270,California man convicted of murdering five firefighters by starting wildfire,-1
15712,Another Unlikely Star Powers the Makeshift Mets,-1
10706,Eurostar train service moves to new London terminal,-1
15339,Germany Imagines Suburbs Without Cars,-1
10662,Wikinews discusses the H1N1 pandemic with the CDC,-1
4091,G.M. to Announce 3rd New Plan in Last 4 Months,-1
8192,Palestinian radio station broadcasts praise for London terror attacks,-1
6732,"During Practice Rounds, Marines Were on Lookout for Errant Golfers",-1
12905,Sri Lankan Rebel Commander Also Served as a Cult Figure,-1
2199,6.1 magnitude aftershock earthquake hits Haiti,-1
3108,Canadian city announces first Studios of Brampton tour,-1
10870,Social Networks Eclipse E-Mail,-1
3572,Man uses home-made flamethrower to set relatives on fire,-1
12973,Sunnis fighting al-Qa'eda insurgents in Western Iraq,-1
2458,British Airways give medals to Flight 38's crew,-1
3457,"Jack Diesing Sr., former chairman of the College World Series, dies age 92",-1
6700,Those Who Lost Savings Find Little Comfort,-1
9898,European Shares Slide After British Bank Bailout,-1
6816,18-year US media ban on covering return of fallen soldiers lifted,-1
6065,"For Di Luca, Home-Region Push in Giro Falls Just Short",-1
2274,"Two people die after contracting H1N1 virus, number of swine flu deaths in Scotland rises to 28",-1
15859,"Indian Ocean tsunami, one year after",-1
7006,"Former U.S. soldier convicted of raping Iraq teen, four murders",-1
9871,Financial Stocks Pull Down European Markets,-1
2894,Greenpeace demands Chilean President create marine parks,-1
12196,Brazilian President meets President of Colombia,-1
7035,"2 Churches, Black and White, See Inaugural Hope",-1
6368,Wall Street Closes Lower as Global Forecast Dims,-1
15681,"Coca growth up in Bolivia, Peru, claims U.S. State Department",-1
133,Guinea arrests 100 soldiers in connection with attempted assassination of leader,-1
14022,TomTom Go 740 Live Has Cellphone Connectivity,-1
3958,MLB: Joba Chamberlain leaves Yankees to be with ill father,-1
13458,Goat head delivered to Chicago Cubs owner Tom Ricketts,-1
4753,States Join E.P.A. Study of Pathogens in Ohio River,-1
1200,Comprehensive immigration bill fails in United States Senate,-1
4602,"With 3,500 Layoffs, Corning Is Latest to Cut Jobs",-1
9604,Ford Reports a Record $14.6 Billion Loss for 2008,-1
13973,Church group backs 'extremist' mosque,-1
8554,Terry Robiskie Takes His Son to Work at N.F.L. Combine,-1
2419,Former Chadian leader receives death sentence,-1
5839,"Steve Kubby, co-author of California Proposition 215, grows dangerously ill in US custody",-1
13935,New Zealander discovers US military data on MP3 player,-1
5725,Inter Milan's tour of England back on,-1
5381,Fiat Chief Warns Chrysler Unions of Need for Cuts,-1
5591,"Black spot on Jupiter is impact site, says NASA",-1
9416,"A Jets Quarterback, With Cheesecake on the Side",-1
11562,Music Producer Draws Term of 19 Years to Life for Killing,-1
1182,"'Astonishing' figures show 800 Scottish NHS staff earning over £140,000",-1
5801,Wells Fargo Sweating Stress Test,-1
7885,"Soyuz TMA-08M launches to International Space Station, arrives in record time",-1
6374,England and Wales see 60% increase in public injured by police vehicles,-1
562,Drug Tie Seen to Protests in Mexico,-1
1124,Scarponi Wins Stage 6 of Giro; Armstrong Puts Finish in Perspective,-1
8918,Trade Deficit Narrows as Imports Decline Sharply,-1
11891,Canada's Afghan mission in question,-1
13206,Nevada Republican opposes Angle for US Senate over 'extreme' anti-abortion position,-1
6129,U.S. Considers Financial Pay Rules,-1
9677,Rocket attack on USS Ashland docked in Jordan; another rocket fired at Israeli town,-1
11070,Bail Set for Cosmo in $400 Million Fraud Case,-1
6590,Money Manager Is Missing in Florida,-1
10906,Greece's Orthodox Church leader Christodoulos dies at age 69,-1
6356,"In England, Italy and Spain, Champions Crowned Without a Victory",-1
3696,US Senate offices evacuated,-1
6299,Saturn's moon Titan hosts liquid lakes and rivers,-1
5689,"F1: Massa wins 2008 Brazilian Grand Prix, Hamilton wins championship",-1
2332,Red Wings Dominate Despite Being Short-Handed,-1
3066,Glastonbury headliners announced,-1
4099,Emerging Powers Prepare to Meet in Russia,-1
7289,Australian rules football: 2010 Gippsland Football League round 2 - Traralgon v Wonthaggi,-1
2397,Karzai Urges Taliban to Cast Votes,-1
1581,"Jack Herrick, wikiHow founder interviewed by Wikinews",-1
3476,"One officer killed, three wounded in Miami-Dade County shooting",-1
14916,Governments Embracing a Role in Innovation,-1
1402,"On YouTube and Hulu, Viewers Settle In for Longer Videos",-1
384,Number of breaches during New Zealand's end of year exams,-1
11984,Protesters arrested at climate change rally,-1
2008,"Stores drop game ""Grand Theft Auto: San Andreas"" after given 'Adults Only' rating",-1
14234,Tunisian ATR-72 plane crash on 6 August caused by incorrect fuel gauge,-1
7301,Man charged over London bombings,-1
9140,G.M. Picks Michigan to Build Small Car,-1
9938,A Latte With Journalism on the Side,-1
12752,Space Shuttle Endeavour to return to Earth on Tuesday,-1
81,Pork Industry Fights Concerns Over Swine Flu,-1
13972,U.N. condemns lack of due process in American-run Iraq prisons,-1
9048,Guinea-Bissau to hold elections this June,-1
15615,Phelps Retains Mazda Sponsorship After Apology to Chinese,-1
7637,"Travelers, Your Tour Bus Is Boarding for Basra",-1
8169,U.N. Official Calls for Review of American Raids,-1
9372,NATO Says Top Taliban Leader Slain,-1
6407,Indian Maoists blamed for the deaths of sixteen villagers,-1
12884,Iraqi constitution met by Sunni resistance,-1
4290,Talks with TGWU and Gate Gourmet to resume later today,-1
7450,Coalition talks between Israeli Likud and Labour parties underway,-1
13251,"His Future Behind Him, Lewis Heads for Prison",-1
11039,"Ontario Votes 2007: Interview with NDP candidate Sheila White, Scarborough-Rouge River",-1
13814,Space Shuttle Endeavour lands in California,-1
6885,Survey finds Spam tolerance growing,-1
9322,Killings Away From Combat Deal Sharper Blow to Families of Five Military Men,-1
14951,Report claims UK might withdraw from Iraq as early as October,-1
7464,A Civil Rights Victory Party on the Mall,-1
1739,"Should RealNetworks, an Internet Pioneer, Switch Gears?",-1
8331,"US presidential candidate Obama speaks in Berlin, Germany",-1
475,"Massachusetts man charged with conspiring to attack US mall, kill Iraq troops",-1
4573,International Criminal Court to investigate crimes against humanity in Darfur,-1
6996,Protests in France Spread to Hospital Workers,-1
5693,Kay Hull crosses floor in Australian House of Representatives on Telstra legislation,-1
6667,2005/01/08 Tsunami aid donations in 2005 deductible for 2004 in the U.S.,-1
5862,Draw for Champions League round of 16 made,-1
15875,"Car crashes into house in Suffolk, UK, seriously injuring man",-1
5150,Janus Chief Resigns After Shaking Up Fund Manager,-1
349,US undergraduate commits suicide after 'outing' via webcast,-1
1981,Irish woman wins record lottery jackpot,-1
10368,No Illinois Perjury Charge for Burris,-1
1980,Explosion in Chinese mine kills 25,-1
3237,North Korean military leader Jo Myong Rok dies at age 82,-1
4157,Panda cub born in Taiwan to gifted Chinese pandas,-1
3185,Israel scrambles fighters to intercept unresponsive aircraft carrying Tony Blair,-1
7151,Man breaches security at London's Heathrow Airport,-1
8993,Guinean military leader in 'favourable' condition after attempted assassination,-1
1444,The Dissonant Undertones of M.I.A.,-1
4081,11 killed in Mexican military helicopter crash,-1
4241,Solar-powered plane completes 26-hour flight,-1
1588,"William Gibson, American playwright, dies at age 94",-1
8765,"No injuries, deaths after car-bomb explodes in Madrid, Spain",-1
7615,"As Arms Meeting Looms, Russia Offers Carrot of Sharp Cuts",-1
12462,Obama calls food safety system a 'hazard to public health',-1
8380,Nigerian Housing Minister fired in anti-corruption drive,-1
3518,News of Michael Jackson's death overloads Internet sites and sparks hoaxes,-1
6745,Ericsson's CEO Tours Marconi Sites,-1
3414,"In Turnabout, Iran Releases U.S. Journalist",-1
2044,"Earthquake, tsunami combo caused devastation in Pichilemu, Chile",-1
7745,"Philippine typhoon toll may hit 1,000",-1
3876,Czech Party Leaders Agree to Early Election,-1
15238,South Korean actress Ok So-ri gets suspended term for adultery,-1
4055,"For the Ultimate Board Champion, Mix Surf, Turf and Snow",-1
302,Indiana businessman held hostage in Iraq,-1
3308,Leaked poll finds 45% of Iraqis support suicide bombers who attack allied forces,-1
12274,"Saskatchewan places moratorium on boar farming, says escaped boars should be killed",-1
6029,"Multiple extremist attacks in Mumbai, India kill dozens, injure hundreds",-1
5350,Western New York prepares for winter storm,-1
9143,Chinese astronaut walks in space,-1
6905,Conrail Plan May Be Model for G.M.-Chrysler Crisis,-1
7108,New Jersey Native Helps Italy Defeat United States,-1
269,St Paul's cathedral to shut down following 'Occupy' protest,-1
4085,Asian countries call for global currency,-1
10732,Merck to Buy Schering-Plough for $41 Billion,-1
10969,Palestinian released from Israeli prison following eight-month hunger strike,-1
12119,Illinois tollway worker jailed for stealing fines,-1
12107,Low morale reported among U.S. soldiers in Iraq,-1
4646,Zenit-3SL rocket launches Echostar XI satellite,-1
9400,U.S. Sues Railroad Over Smugglers,-1
12280,Community Television consortium urges Australian government to increase funding for channels,-1
15945,Relative of Afghan president Hamid Karzai shot dead by NATO troops,-1
12533,Toyota to suspend sales of Lexus GX 460 over new safety fears,-1
10114,Australian TV networks reprimanded for breaching code of practice,-1
14814,Australian Senate agrees ban on tertiary-sector mandatory student unions,-1
12937,20 years on: Lockerbie victims' group head talks to Wikinews,-1
4018,Professor sought after three die in Georgia shooting,-1
8427,US lawmakers approve bill taxing executive bonuses,-1
13599,Owner of Segway Jimi Heselden dies after scooter cliff fall aged 62,-1
10640,Zimbabwe bound arms ship flees from South Africa,-1
5426,Service cutoff extended for unresponsive U.S. VoIP users,-1
15631,"Ex-President of South Korea, Roh, Dies in Hiking Fall",-1
8905,Three American hikers arrested in Iran,-1
1843,"Pernetti, New Rutgers Athletic Director, Feels Right at Home",-1
7869,"Sotomayor, a Trailblazer and a Dreamer",-1
3333,"Woman shot, killed during standoff with police in Longview, Texas",-1
4144,Mumbai officials demolish 39K shanties; 200K homeless,-1
13475,Former British Prime Minister Margaret Thatcher dies aged 87,-1
4672,Algerian driver released by hostage takers in Niger,-1
2467,U.S. Seeks to Reduce Ship Emissions in Coastal Areas,-1
1086,World's Largest Ball of Twine Turns 50,-1
14417,Osama bin Laden warns European Union in new audio tape,-1
4840,"Wyeth Posts a Flat Quarter, Beating Outlook",-1
669,"As Detroit Struggles, Foundations Shift Mission",-1
14711,Limits on Logging Are Reinstated,-1
987,Judd Gregg withdraws as US Commerce Secretary nominee,-1
1145,"For Now, Albert Pujols Is at Home in St. Louis",-1
7918,Nigerian sentenced to death for admitting to gay relations,-1
7423,Ex-Broker Charged in Fraud Is Captured,-1
8388,No Simple Route for Flight Delay Information,-1
2422,"Fire kills 32 in theatre in Beni Suef, Egypt",-1
4644,Russian police say Moscow airport bomber identified,-1
15512,Russian City Finds Race for Mayor Ever Odder,-1
5831,Sony Expects $3 Billion Loss for the Year,-1
5611,Negotiations Break Down in Standoff With Pirates,-1
6744,"Wikinews holds a follow-up interview with Kevin Baugh, president of the Republic of Molossia",-1
15919,Is This a Shakespeare Which I See Before Me?,-1
6240,Swine flu patients taken to Kenyan capital to fly home to UK Sunday,-1
5892,North Korean leader Kim Jong-il 'has cancer',-1
11429,Sweden celebrates its first national day as a public holiday,-1
6834,Exuberance in Taiwan as Ties With China Warm,-1
15034,Georgia Shoots 3 Men Wanted in Rebellion,-1
13466,China says North Korea border patrol killed three Chinese,-1
3131,SpaceX Dragon spacecraft launches for the first time,-1
12100,Greek debt deal reached,-1
10019,Robin Hood Event Adjusts to Tough Times,-1
13588,Al-Qaeda says bin Laden death will 'not be wasted'; Pentagon releases videos of terrorist leader in compound,-1
12527,Former Texas nurse charged with murder for allegedly injecting bleach into patients,-1
4638,California governor Schwarzenegger vetoes smoking ban in parks,-1
5865,Louisville Pounds Providence in Big East Quarterfinals,-1
7520,Guard of Key Witness Killed Before Terror Trial in Greece,-1
1810,"National Hockey League news: June 21, 2008",-1
8362,Danish clothing company sells T-shirts to support FARC and PFLP,-1
4990,Web Sites Help Cellphone Users Find a Signal,-1
15744,"Giant tuna sold for $177,000 at Japanese fish market",-1
2952,Saudi Arabia agrees with the US on joining the WTO,-1
11030,Potential Risk in a Move to Give Investors More Say on Boards,-1
2131,UConn Reportedly Violated N.C.A.A. Contact Rules in Recruitment of Nate Miles,-1
12498,Former Syrian minister of defense defects to Turkey,-1
10380,Olmert Rejects Hamas Demands for Soldier,-1
2321,"Five-year-old girl dies after car crashes into river in Worcestershire, England",-1
13735,Chrysler Revamp Plan Could Block Lawsuits From Current Vehicle Owners,-1
13186,Museum Gunman a Longtime Foe of Government,-1
4732,Blockbuster and TiVo Join To Deliver Digital Movies,-1
11125,Canada's Astral Media Inc. to aquire Standard Radio,-1
5403,British haulage managing director Edward Stobart dies at age 56,-1
11066,F.D.I.C. Approves New Fees to Replenish Insurance Fund,-1
6708,"Nortel to Cut Another 3,200 Jobs",-1
890,Saab in Bankruptcy Filing; G.M. Seeks More Aid,-1
3642,"After Prices Rise, Profit Narrows at Molson Coors",-1
2576,Japan Airlines fined US$110 million for price fixing,-1
7980,"When It Comes to Drugs, Owners of Derby Horses Fall Silent",-1
6864,"Investors Ignore Business Plans, Study Finds",-1
15241,"Buffalo, New York plane crash may have resulted from pilot error",-1
8024,S.E.C. to Propose Change in Board Elections,-1
6295,New Zealand police defend decision to charge speeding policeman,-1
15454,"Basketball: Greece beats the United States, 101-95 on semi-final",-1
6689,Bonnie Fuller Rises Again to Edit Hollywood Life,-1
9363,Alleged Al-Qaeda leader killed in Saudi Arabia,-1
9613,"Iran election going to run-off, challenger alleges fraud",-1
13680,Somalia food hijackers make new demands,-1
13136,Congressman Cunningham admits taking bribes,-1
14088,"Residents fear environmental hazard on site of partially collapsed building in Buffalo, New York",-1
15398,"WHO's reaction to H1N1 influenced by drug companies, reports claim",-1
8488,Dinosaur tracks found in Arabian Peninsula,-1
5719,IBM partners with Google to produce a corporate desktop search program,-1
15956,Tamil Tigers promise to fight back against Sri Lankan forces,-1
4579,Poppies a Target in Fight Against Taliban,-1
9773,US Chief Justice candidate John Roberts' nomination goes to full Senate,-1
5450,American actress Estelle Getty dead at age 84,-1
4295,Tributes paid to the victims of the July 7 2005 London bombings,-1
15183,Daily and Sunday Sport owners to enter administration,-1
5386,"Canadian news doesn't interest Prime Minister, prefers to watch American",-1
11011,Hurricane Katrina: Resources regarding missing/located people,-1
9653,Dozens dead after bus accident in Cameroon,-1
11458,"Melanie Oudin, a 17-Year-Old American, Reaches Third Round at Wimbledon",-1
4642,Pakistan Seizes Terror Suspect,-1
15212,Australia and New Zealand condemn Fiji takeover,-1
8401,Treaty to Strengthen E.U. Gets Another Chance,-1
12614,German Manufacturer MAN in Bribery Investigation,-1
4131,Togo opposition wants election delayed,-1
996,Plane from Los Angeles to London diverted,-1
15358,Rights groups: Forcing Wikileaks.org offline raises 'serious First Amendment concerns',-1
1730,Cristiano Ronaldo crashes Ferrari at Manchester Airport,-1
5016,"Two pilots killed in head-on collision at Radom Air Show, Poland",-1
1263,Penguins Could End the Reign of the Red Wings,-1
6473,Pat Summitt Makes Tennessee a Cradle of Coaches,-1
2124,Oklahoma trooper on leave after altercation with ambulance personnel,-1
1936,Fundosa ONCE defeats Servigest Burgos 80-20 in Spain's top wheelchair basketball league,-1
8430,China Aims at Dalai Lama With New Tibet Holiday,-1
4787,Big Changes on the Way in Lending to Students,-1
2446,Indian Premier Manmohan Singh undergoes heart bypass; Pranab Mukherjee takes charge,-1
10818,New Requirements on Border ID Stir Worries at Crossings,-1
11933,Dozens killed in Mexican prison riots,-1
11660,Rampage in Pakistan Shows Reach of Militants,-1
1592,Arias leads opinion polls in Costa Rica,-1
11742,Oil company BP to pay for Gulf of Mexico spill,-1
13010,"Baghdad morgue received over 1,000 bodies in July",-1
1593,Rock music church in Pennsylvania allowed concerts under court settlement,-1
3781,Red Wings Carry Burden of Lifting Beaten-Down City,-1
1079,"Wikimedia, IWF respond to block of Wikipedia over child pornography allegations",-1
8172,UN holding recruitment exams in under-represented countries,-1
7024,Russian police to 'check' officer allegedly involved in large theft and murder,-1
7246,"With Spring Approaching, Knicks Go Cold",-1
1203,Report blames New Zealand skydive plane crash that killed nine on overloading,-1
1558,Marion Bartoli Handily Upsets Top-Seeded Jelena Jankovic,-1
744,Death toll up to six in Minneapolis bridge collapse,-1
5182,World Food Program told to leave North Korea,-1
3552,Large forest fire continues to burn into third day in southern Norway,-1
5377,70 Youths Sue Former Judges in Detention Kickback Case,-1
5418,Formula One: Jenson Button wins 2010 Chinese Grand Prix,-1
10494,11 Pirates Seized by French Navy,-1
10253,Software That Copies DVDs to Players Is on Trial,-1
12313,Korean Peninsula on the 'brink of war': DPRK,-1
6306,Fast food chain McDonald’s set to open up 1000 more stores by end of year,-1
703,International controversy over UN declaration to stop anti-homosexuality legislation,-1
2931,Bali nine lawyer challenges police on legality of drug case,-1
5320,"Indian activist begins ""fast-unto-death"" hunger strike to end corruption",-1
12283,How the Family of a Dissident Fled China,-1
11631,"Monte Carlo hotel and casino in Las Vegas, Nevada catches fire",-1
1538,Smart Grids Give Utility Customers Bargaining Power,-1
12786,Gazprom stops supplying gas to Moldova,-1
850,Shooting to Software Stardom on the iPhone,-1
4909,Philadelphia Archdiocese suspends 21 priests for alleged sexual abuse,-1
4661,Microsoft announces Xbox 360 launch dates,-1
12869,Premier League: United snatch victory in dramatic Manchester derby,-1
12374,"Deep in Debt, and Now Deep in Worry",-1
6315,Advantages of Traveling With Multiple Passports,-1
11965,Scientists in Germany Draft Neanderthal Genome,-1
6384,Advocates of Gun Rights Are Poised for a Victory,-1
10924,Canberrans flood Cotter Dam on open day,-1
7513,Informal MSNBC Poll: 87% of respondents believe Bush should be impeached,-1
15140,"In Singapore, a More Progressive Islamic Education",-1
7681,Oil price jumps as Rita heads to refineries,-1
12493,Usain Bolt sets new world record in 100m sprint,-1
7646,Seven dead after gunman opens fire in Netherlands shopping centre,-1
5360,Nokia appoints Microsoft Business Division Head as chief executive,-1
7619,Worth Magazine to Reinvent Itself,-1
5366,"Chad declares border with Sudan a ""military operations zone""",-1
9446,Two killed as Islamic militants storm Philippine jail,-1
6068,Taliban claim: Helicopter in Afghanistan shot down,-1
9033,Prosecutors Plan an Attack on Financial Fraud,-1
13528,"Two dead as earthquake strikes Kütahya, Turkey",-1
2464,Kosovo: voters go to the polls for the first time since independence declared from Serbia,-1
14501,Liberty Takes Control Early in 93-81 Win Against Dream,-1
12373,Obama Gains Support From G.O.P. Governors,-1
15854,Dow Jones Industrial Average closes at lowest level in six years,-1
4376,Massive 7.5 earthquake strikes Indonesia,-1
15566,Contempt Charges Rescinded for a Stevens Prosecutor,-1
11154,Isle of Man Plans Unlimited Music Downloads,-1
2216,Battle Is Close in Israeli Election,-1
14602,Netanyahu quits over Israel's pullout plan,-1
4052,Wikinews interviews Stephen Murphy about the upcoming by-election in the Higgins electorate of the Australian parliament,-1
6713,"Kim Clijsters, a Former No. 1, Is Expected to Return to Tennis",-1
5978,A Dictionary Defines Inside Baseball,-1
2732,Yankees power surge blacks out Sox relief in 8-6 win,-1
10159,Homeopathy proponents jailed for allowing daughter to die,-1
4480,Going Beyond the Waves to Reshape Surfing,-1
13333,Cyclone Phet turns to Pakistan after hitting Oman,-1
11799,"Missing airplane possibly found near Blackpool, England",-1
734,Subject of high-profile Italian euthanasia case dies,-1
1297,"In Venting, a Computer Visionary Educates",-1
11747,"Large fires kill many in Dhaka, Bangladesh",-1
10186,U.S. Producer Price Index shows inflation at bay,-1
10152,Kata Air An-32 crashes - all presumed dead,-1
4190,Looking to Add Diversity in Environmental Movement,-1
14713,Sea lion walks from beach into Pantai Inn in California,-1
12748,24 people rescued from roller coaster at California's Great America theme park,-1
702,Regulators Zero in on Risks of Airbus Sensors,-1
2331,"Hurt by the Economy, Europeans Vent Their Anger",-1
1689,Tax Havens Likely to Be Target of G-20 Nations,-1
9962,Qatar Airways Increases Its Order for Airbus Jetliners,-1
6975,"Tiger Woods Returns to Golf With a Birdie, Then an Eagle",-1
11671,Briton faces execution in China,-1
11188,"Wisconsin Democratic Party calls for Impeachment of Bush, Cheney, & Rumsfeld",-1
15672,"Tropical storm Richard nears hurricane strength, soaks Honduras",-1
14766,Second Arab-Israeli bulldozer attack in July 2008,-1
6147,The Socialist Left Party’s election initiative starts in Norway,-1
10689,Apple Inc. CEO Steve Jobs on medical leave,-1
1319,EU to give 280 million euro in aid to dairy farmers,-1
5846,U.S. President Barack Obama fires Inspector General Gerald Walpin amid controversy,-1
572,New Zealand Music Month kicks off for 2008,-1
5924,"A Day of Layoffs, Across Industries and Continents",-1
14536,Speculation abounds on future pope,-1
15929,Unreported tainted milk incident publicised in China,-1
5333,Magnitude 5.0 earthquake hits Central Canada,-1
11827,Former UK Law Lord urges de-proscription of Iranian opposition group MEK,-1
12525,Yasser Arafat may have had HIV,-1
15385,"United States military death toll in Iraq reaches 4,000",-1
1851,Strikeforce Challengers 14 MMA Results,-1
5313,Russia asks Iceland for details of bank rescue plan before giving loan,-1
11444,Investigators discover hole in fuel tank of burnt-out China Airlines jet,-1
15357,"Yes, She Can: Faith in Rachel Alexandra Is Repaid A Filly Holds Her Own for Her New Team",-1
12812,Scientists shocked at Great Barrier Reef bleaching,-1
806,"Tsunami deaths mount to more than 120,000",-1
13943,UK threat level reduced to 'severe',-1
2407,Study Reveals Changes Among Second-Generation Hispanics,-1
3382,Tropical Storm Stan forms over Yucatan Peninsula,-1
1344,China shoots down weather satellite with ballistic missile,-1
3381,MPs and Police Officers pay tributes to Michael Todd,-1
9393,Union Dissidents Vote to Secede and Realign,-1
